customer_id,age,gender,education,income,purchase_amount,purchase_date,product_category,rating,discount_percent,shipping_cost
109,31,Female,High School,99364,530.08,2025-10-23 15:09:28.485220,Clothing,1.5,48.22,4.9
110,40,Other,High School,62913,1928.71,2025-09-19 15:09:28.485223,Clothing,3.5,8.19,26.34
111,77,Other,Master,383208,9768.641015198977,2025-12-08 15:09:28.485226,Food,1.5,14.97,2.85
112,74,Other,Master,124792,3264.6,2025-02-20 15:09:28.485229,Food,1.3,5.01,5.53
113,79,Other,Master,139425,4753.15,2025-10-04 15:09:28.485232,Food,4.6,13.59,10.97
114,57,Other,High School,75677,3007.25,2025-08-27 15:09:28.485234,Books,1.8,40.8,23.22
115,38,Male,High School,122154,3720.53,2025-05-05 15:09:28.485237,Books,4.3,18.92,21.66
116,33,Other,Master,69841,2536.27,2026-01-30 15:09:28.485240,Home,3.2,4.42,39.98
117,62,Other,PhD,66332,3174.18,2025-08-07 15:09:28.485243,Food,1.3,17.11,36.97
118,35,Other,PhD,112062,363.95,2025-03-25 15:09:28.485246,Electronics,4.8,49.07,21.32
119,64,Other,Bachelor,139863,1279.41,2025-08-27 15:09:28.485248,Home,2.0,31.48,16.69
120,70,Female,Master,115694,1815.65,2025-03-01 15:09:28.485251,Electronics,4.4,20.81,15.82
121,41,Male,Bachelor,45032,2367.74,2025-09-30 15:09:28.485254,Books,1.7,8.33,38.7
122,43,Other,PhD,57846,237.79,2025-06-17 15:09:28.485257,Home,4.4,49.31,2.6
123,42,Other,Bachelor,79474,708.72,2025-11-17 15:09:28.485260,Home,1.1,41.04,0.64
124,77,Other,Master,64936,1391.3,2025-06-24 15:09:28.485263,Clothing,3.0,14.07,39.78
125,77,Male,Master,49794,4857.95,2025-07-28 15:09:28.485266,Books,4.1,3.5,23.86
126,77,Female,Master,81588,1663.42,2026-01-01 15:09:28.485269,Books,4.7,2.83,6.54
127,62,Male,High School,90984,2415.38,2025-06-18 15:09:28.485271,Home,4.6,6.02,11.78
128,58,Female,Bachelor,70331,988.53,2025-04-04 15:09:28.485274,Books,4.3,29.04,46.63
129,46,Other,PhD,114397,3057.79,2025-04-07 15:09:28.485277,Home,4.6,46.44,42.98
130,32,Other,PhD,48141,1410.61,2025-04-29 15:09:28.485280,Clothing,1.8,24.84,35.49
131,62,Male,PhD,29074,1042.89,2025-10-13 15:09:28.485283,Home,2.1,42.15,24.11
132,18,Male,High School,26406,2587.7,2025-03-11 15:09:28.485286,Books,2.2,22.29,26.02
133,42,Female,High School,117359,37.47,2025-05-12 15:09:28.485289,Books,2.5,35.43,48.76
134,24,Female,Master,143279,48.24,2026-02-01 15:09:28.485292,Home,2.6,36.59,48.29
135,26,Male,PhD,43291,1103.15,2025-12-09 15:09:28.485295,Home,3.2,8.7,10.76
136,41,Female,High School,61568,193.24,2025-05-25 15:09:28.485298,Home,1.6,18.06,40.56
137,18,Male,Master,117539,549.05,2025-03-30 15:09:28.485300,Food,3.8,31.87,9.86
138,61,Female,PhD,66851,1700.91,2025-05-12 15:09:28.485303,Books,1.7,3.53,10.68
139,25,Male,Bachelor,119942,4014.9,2025-04-19 15:09:28.485306,Books,2.2,18.08,33.8
140,41,Male,Master,74823,2864.52,2026-02-11 15:09:28.485309,Food,3.0,26.74,20.25
141,28,Male,High School,43312,2568.21,2025-04-10 15:09:28.485312,Home,4.2,49.81,46.58
142,68,Female,High School,63108,1474.51,2025-04-19 15:09:28.485315,Clothing,4.0,23.73,4.45
143,34,Female,Master,86918,4659.45,2025-11-07 15:09:28.485318,Home,3.6,40.8,25.58
144,25,Female,Master,54171,1991.11,2025-04-15 15:09:28.485321,Home,1.6,21.6,45.93
145,52,Male,High School,61779,444.59,2025-08-09 15:09:28.485324,Food,3.2,39.82,45.21
146,52,Female,Bachelor,88828,3089.16,2025-06-22 15:09:28.485326,Books,1.3,29.77,7.83
147,50,Female,PhD,127315,578.05,2025-12-18 15:09:28.485329,Home,2.5,44.33,18.33
148,76,Male,Bachelor,118723,1732.66,2026-02-01 15:09:28.485332,Books,2.7,20.55,30.96
149,22,Other,Master,32411,2541.99,2025-08-31 15:09:28.485335,Electronics,1.2,30.22,7.97
150,59,Male,Bachelor,122821,4372.37,2026-01-24 15:09:28.485338,Books,2.1,31.5,48.4
151,56,Female,High School,137990,2472.8,2025-06-12 15:09:28.485341,Clothing,4.8,20.87,45.74
152,75,Male,Master,77009,3514.27,2025-06-10 15:09:28.485344,Clothing,4.8,7.22,8.35
153,58,Other,PhD,219199,14969.229412624542,2025-07-26 15:09:28.485347,Home,2.4,4.68,6.06
154,45,Male,High School,62468,666.13,2026-01-20 15:09:28.485350,Books,1.2,0.83,4.27
155,24,Female,High School,52371,1380.91,2025-10-24 15:09:28.485352,Home,1.7,43.68,45.47
156,26,Other,PhD,77022,1978.93,2025-05-12 15:09:28.485355,Food,2.6,11.82,9.68
157,25,Female,PhD,91229,2114.92,2025-09-27 15:09:28.485358,Clothing,4.8,10.58,20.81
158,29,Other,Bachelor,119071,2061.0,2026-01-24 15:09:28.485361,Home,1.6,36.8,22.44
159,51,Other,Master,71196,4538.98,2025-04-14 15:09:28.485364,Food,4.1,16.0,29.95
160,50,Male,PhD,100354,3573.02,2025-09-15 15:09:28.485367,Home,1.4,25.3,3.59
161,65,Male,PhD,116774,3043.45,2025-12-07 15:09:28.485370,Books,4.9,8.13,11.34
162,72,Female,Master,116410,1553.77,2025-10-21 15:09:28.485373,Books,2.5,47.99,46.57
163,40,Male,PhD,46715,4120.71,2025-04-12 15:09:28.485375,Books,4.1,42.58,45.42
164,79,Male,PhD,47605,4775.75,2025-04-03 15:09:28.485378,Books,2.4,43.19,39.06
165,41,Other,Bachelor,119853,4107.78,2025-11-17 15:09:28.485381,Electronics,3.5,20.34,0.97
166,54,Male,High School,51174,17.81,2025-11-24 15:09:28.485384,Food,1.8,38.12,16.35
167,52,Other,High School,29956,3185.64,2025-03-19 15:09:28.485387,Food,1.6,7.19,31.4
168,61,Other,High School,124444,265.17,2025-02-19 15:09:28.485390,Books,4.8,0.43,13.76
169,57,Other,High School,96373,1295.46,2025-10-23 15:09:28.485392,Electronics,4.7,1.0,45.48
170,39,Female,PhD,89252,307.03,2025-06-30 15:09:28.485395,Books,4.5,29.33,31.69
171,44,Female,Master,81949,3022.94,2025-08-03 15:09:28.485398,Electronics,3.5,22.77,3.6
172,52,Female,Master,82646,3436.08,2025-07-27 15:09:28.485401,Books,4.2,25.9,45.45
173,18,Other,Bachelor,90017,581.29,2025-03-16 15:09:28.485406,Clothing,1.3,0.37,47.89
174,52,Female,Bachelor,83037,1925.36,2025-09-24 15:09:28.485409,Clothing,2.3,21.13,3.89
175,54,Female,PhD,109818,2286.62,2025-05-23 15:09:28.485412,Home,2.3,35.9,26.62
176,64,Male,Master,26548,1851.57,2025-10-02 15:09:28.485415,Books,3.5,22.13,15.17
177,31,Female,Master,136981,613.91,2025-08-21 15:09:28.485418,Food,2.4,36.61,19.64
178,20,Female,High School,123141,2100.55,2026-01-19 15:09:28.485420,Home,1.6,11.65,8.98
179,18,Other,PhD,93294,3758.38,2025-12-23 15:09:28.485423,Clothing,3.4,40.66,28.9
180,22,Other,PhD,129204,364.33,2025-07-01 15:09:28.485426,Books,4.3,29.42,47.9
181,43,Other,High School,43177,410.1,2025-09-25 15:09:28.485429,Home,2.5,10.54,25.15
182,72,Other,PhD,44022,1780.31,2026-01-01 15:09:28.485432,Books,1.5,11.84,4.15
183,31,Other,PhD,126297,4709.21,2025-08-08 15:09:28.485434,Clothing,1.8,31.4,31.0
184,56,Other,Bachelor,140695,3346.18,2025-07-09 15:09:28.485437,Home,1.9,41.5,17.01
185,44,Female,Master,25542,3396.56,2025-10-05 15:09:28.485440,Clothing,2.2,20.78,42.8
186,26,Other,PhD,111012,1815.98,2026-01-27 15:09:28.485443,Electronics,3.6,12.92,21.73
187,32,Other,Bachelor,116320,2972.37,2026-02-12 15:09:28.485446,Clothing,3.4,43.35,9.64
188,32,Male,Master,80428,60.55,2025-07-29 15:09:28.485448,Books,3.8,33.46,9.56
189,43,Female,High School,42740,3184.12,2025-06-24 15:09:28.485451,Food,2.5,22.4,38.44
190,59,Female,Bachelor,79353,4567.3,2025-08-17 15:09:28.485454,Clothing,4.3,24.4,13.28
191,77,Female,Bachelor,110353,3066.74,2025-02-23 15:09:28.485457,Food,1.8,10.21,38.36
192,30,Other,Master,133132,4369.76,2025-05-02 15:09:28.485460,Electronics,2.9,31.34,10.29
193,68,Other,High School,76532,3622.63,2025-03-20 15:09:28.485463,Home,4.2,17.94,16.08
194,49,Other,Bachelor,36052,611.59,2025-07-13 15:09:28.485466,Home,1.7,49.78,23.27
195,56,Male,PhD,120689,4513.24,2025-10-25 15:09:28.485468,Food,1.4,24.01,47.16
196,66,Other,PhD,67076,341.55,2025-04-11 15:09:28.485471,Home,4.5,24.29,46.59
197,69,Male,PhD,73420,2674.5,2025-12-31 15:09:28.485474,Clothing,2.4,28.29,10.34
198,78,Female,High School,454451,12863.745109102045,2025-08-29 15:09:28.485477,Food,3.7,45.84,17.91
199,49,Other,Bachelor,20163,68.42,2025-11-28 15:09:28.485480,Books,1.1,40.04,7.47
200,21,Male,PhD,61424,2115.95,2025-04-02 15:09:28.485482,Clothing,3.8,22.56,25.5
201,47,Male,High School,129538,1482.25,2025-03-22 15:09:28.485485,Clothing,2.3,35.93,23.03
202,54,Other,PhD,73744,2435.14,2026-01-04 15:09:28.485488,Clothing,1.2,29.31,45.04
203,40,Female,Master,90331,2890.23,2025-03-20 15:09:28.485491,Books,3.4,24.62,46.5
204,56,Female,Bachelor,30634,228.26,2026-01-29 15:09:28.485494,Electronics,2.0,9.62,19.18
205,62,Female,Bachelor,24798,623.79,2025-07-12 15:09:28.485497,Home,2.5,23.2,24.59
206,32,Male,High School,314427,10064.51795062705,2025-10-18 15:09:28.485500,Food,1.3,12.29,44.81
207,60,Male,High School,137043,1722.41,2025-06-29 15:09:28.485503,Electronics,1.6,45.74,40.34
208,46,Male,Bachelor,140575,3648.58,2025-07-12 15:09:28.485506,Food,2.2,16.77,0.18
209,53,Male,PhD,147158,3264.94,2025-04-01 15:09:28.485508,Home,1.4,47.61,16.0
210,30,Female,PhD,49300,4229.57,2025-03-16 15:09:28.485511,Books,4.6,26.65,21.09
211,49,Other,Master,109881,3465.54,2026-02-15 15:09:28.485514,Clothing,1.0,31.58,11.49
212,24,Male,PhD,30749,2155.36,2025-08-20 15:09:28.485517,Clothing,2.9,27.15,9.98
213,76,Male,High School,124131,3368.1,2025-07-27 15:09:28.485520,Books,1.5,6.47,1.89
214,68,Female,High School,454043,8912.267626916297,2025-04-04 15:09:28.485523,Electronics,2.2,18.79,32.17
215,39,Other,PhD,148563,1538.5,2026-01-09 15:09:28.485525,Electronics,4.7,4.96,13.13
216,45,Other,High School,57487,3947.04,2025-12-21 15:09:28.485528,Food,1.6,31.15,2.62
217,19,Female,Bachelor,113947,2237.63,2025-12-18 15:09:28.485531,Books,4.9,22.34,11.55
218,59,Female,Bachelor,53361,3993.92,2025-10-09 15:09:28.485534,Electronics,1.8,38.9,40.1
219,62,Other,PhD,251574,8822.33129213545,2025-12-20 15:09:28.485537,Books,4.0,11.02,42.57
220,79,Male,Bachelor,92930,4289.24,2025-03-24 15:09:28.485540,Home,3.2,8.23,24.15
221,74,Other,Bachelor,34056,4584.01,2025-10-19 15:09:28.485542,Clothing,4.5,20.32,20.8
222,70,Female,Master,48380,2160.62,2025-11-03 15:09:28.485545,Clothing,3.2,46.33,48.89
223,23,Male,Master,46035,1601.15,2025-11-14 15:09:28.485548,Clothing,3.1,35.52,10.03
224,45,Male,Bachelor,50620,2915.17,2025-03-08 15:09:28.485551,Books,1.8,20.95,10.77
225,45,Female,PhD,39877,1862.15,2025-06-28 15:09:28.485554,Books,1.7,25.86,14.59
226,61,Female,Master,145481,3009.36,2025-12-18 15:09:28.485556,Food,4.7,4.21,8.64
227,61,Female,High School,75316,3530.87,2025-06-07 15:09:28.485559,Clothing,2.3,49.23,18.97
228,37,Other,High School,84041,3445.14,2025-12-31 15:09:28.485562,Food,2.5,33.32,45.54
229,47,Other,High School,128940,1879.02,2025-03-07 15:09:28.485565,Clothing,4.0,14.27,30.77
230,79,Male,PhD,137360,842.63,2025-09-12 15:09:28.485568,Food,2.4,29.29,20.6
231,28,Female,Bachelor,386381,12714.617507720814,2025-10-17 15:09:28.485570,Food,4.8,5.47,46.72
232,75,Male,High School,50911,721.54,2025-04-07 15:09:28.485573,Home,4.0,48.29,2.42
233,72,Male,PhD,52784,4451.58,2025-07-26 15:09:28.485576,Food,3.4,8.74,10.51
234,45,Male,Master,23191,1735.93,2026-01-01 15:09:28.485579,Books,4.5,32.4,28.29
235,42,Male,Bachelor,53160,780.75,2025-10-05 15:09:28.485582,Food,1.2,12.27,30.78
236,56,Female,Master,110536,136.98,2025-08-01 15:09:28.485585,Clothing,2.0,35.88,1.98
237,79,Male,PhD,124576,3232.65,2025-06-13 15:09:28.485588,Food,2.9,38.84,20.15
238,50,Female,High School,84641,3188.14,2025-04-10 15:09:28.485591,Electronics,1.9,33.67,32.46
239,18,Female,High School,69723,1709.61,2025-02-26 15:09:28.485593,Clothing,4.0,30.72,34.9
240,74,Other,PhD,23631,367.84,2025-04-06 15:09:28.485596,Electronics,4.7,44.62,31.91
241,44,Female,High School,26172,2054.05,2025-04-29 15:09:28.485599,Clothing,2.7,3.93,16.03
242,79,Other,Bachelor,62080,1562.98,2025-04-10 15:09:28.485602,Books,2.4,16.55,4.68
243,74,Female,PhD,109097,3388.83,2025-07-24 15:09:28.485605,Books,4.8,12.41,21.36
244,69,Female,Master,110353,3032.84,2025-02-28 15:09:28.485608,Books,2.8,49.4,6.44
245,30,Female,PhD,40281,1829.32,2025-07-22 15:09:28.485611,Electronics,3.0,19.47,47.38
246,58,Other,Bachelor,48671,1097.28,2025-08-10 15:09:28.485614,Home,2.4,36.63,23.76
247,20,Other,Bachelor,142811,4940.3,2026-01-05 15:09:28.485616,Clothing,4.6,34.24,15.86
248,56,Male,PhD,71431,2275.47,2026-01-20 15:09:28.485619,Books,3.3,10.6,38.32
249,23,Other,PhD,110900,3444.49,2025-12-21 15:09:28.485622,Clothing,4.0,11.95,24.9
250,25,Other,High School,142139,711.36,2025-12-09 15:09:28.485625,Electronics,4.2,14.06,15.5
251,44,Other,Bachelor,127210,2433.09,2025-11-18 15:09:28.485628,Home,2.4,20.56,40.6
252,26,Other,PhD,147734,147.41,2025-05-29 15:09:28.485631,Electronics,2.7,11.72,43.36
253,79,Male,PhD,112961,2532.22,2025-07-13 15:09:28.485633,Clothing,4.4,0.98,33.65
254,54,Other,Bachelor,135463,4820.45,2025-07-18 15:09:28.485636,Home,2.5,43.97,2.35
255,50,Female,PhD,48602,1927.19,2025-05-17 15:09:28.485639,Home,4.2,48.28,28.32
256,68,Female,High School,108789,204.59,2025-12-16 15:09:28.485649,Electronics,4.8,17.08,38.16
257,59,Other,Bachelor,71399,164.47,2025-03-09 15:09:28.485653,Books,3.5,16.93,6.83
258,61,Other,High School,43472,1946.05,2025-05-02 15:09:28.485658,Clothing,4.0,0.35,11.43
259,41,Female,High School,69230,808.52,2025-06-18 15:09:28.485661,Food,4.2,34.01,44.12
260,32,Female,High School,93616,126.53,2025-12-18 15:09:28.485664,Food,4.4,41.27,1.01
261,76,Male,High School,27099,3783.51,2025-03-23 15:09:28.485667,Electronics,2.6,7.33,37.64
262,71,Female,Bachelor,138614,2298.03,2025-09-01 15:09:28.485670,Clothing,1.2,7.98,23.69
263,49,Female,High School,45431,1453.33,2025-05-25 15:09:28.485673,Clothing,2.6,39.5,22.34
264,49,Other,High School,76492,4501.42,2025-05-27 15:09:28.485676,Electronics,3.7,30.81,0.35
265,41,Female,PhD,116722,589.53,2025-12-26 15:09:28.485679,Clothing,2.8,2.24,40.97
266,58,Male,Bachelor,67684,4780.03,2026-02-02 15:09:28.485681,Books,4.0,31.13,17.99
267,69,Female,Bachelor,50111,1576.69,2026-02-10 15:09:28.485684,Electronics,2.4,15.45,27.04
268,66,Other,Master,125387,4443.13,2025-11-06 15:09:28.485687,Books,3.5,18.44,33.87
269,79,Other,Bachelor,83936,3018.68,2025-12-21 15:09:28.485690,Clothing,1.7,38.49,35.13
270,66,Female,Bachelor,42614,4135.27,2025-04-11 15:09:28.485693,Electronics,4.0,40.55,47.8
271,75,Other,Master,112260,4920.23,2026-01-09 15:09:28.485696,Clothing,3.2,20.02,26.57
272,69,Male,Bachelor,61991,1449.14,2025-06-26 15:09:28.485699,Electronics,1.8,47.36,19.99
273,29,Male,Bachelor,90476,4806.07,2025-11-16 15:09:28.485702,Clothing,2.2,20.32,47.69
